"RefNum","agerange","age","job","marital","education","balance","housing","loan","month","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS","day","duration_temp","duration_before","date","last_deposit"
"10023850","41-60",43,"admin","married","primary",-95,"no","yes","december",7,1,0,"no product",0,0,0,9753,0,31,7,437,2019-12-31,1298
"10023851","31-40",38,"blue-collar","married","secondary",-99,"yes","no","january",7,4,1,"mortgage",1,0,0,8675,0,31,7,402,2019-01-31,1632
"10023852","41-60",58,"services","married","secondary",-77,"yes","yes","february",1,17,1,"mortgage",1,0,0,9764,0,28,1,85,2019-02-28,1604
"10023853","41-60",57,"technician","married","primary",-95,"yes","yes","march",2,1,1,"mortgage",1,1,1,2457,10,31,2,125,2019-03-31,1573
"10023854","31-40",32,"unemployed","married","secondary",-99,"yes","no","april",8,2,1,"mortgage",1,1,1,3678,10,30,8,501,2019-04-30,1543
"10023855","41-60",56,"management","married","tertiary",-88,"yes","yes","may",4.50311665182547,3,1,"mortgage",1,1,1,9765,10,31,20,1201,2019-05-31,1512
"10023856","41-60",58,"blue-collar","divorced","primary",-99,"yes","no","june",4,2,1,"business",1,1,1,6895,10,30,4,253,2019-06-30,1482
"10023857","41-60",60,"retired","divorced","secondary",-92,"yes","no","july",4.50311665182547,50,0,"no product",0,0,0,7632,0,31,17,1030,2019-07-31,1451
"10023858","31-40",37,"technician","married","tertiary",14,"yes","yes","august",2,47,0,"no product",0,0,0,9753,0,31,2,149,2019-08-31,1420
"10023859","41-60",46,"technician","divorced","tertiary",-93,"yes","yes","september",2,0,0,"no product",0,0,0,2257,0,30,2,114,2019-09-30,1390
"10023860","18-30",27,"admin","married","secondary",-99,"yes","no","october",4,1,0,"no product",0,0,0,12353,0,31,4,243,2019-10-31,1359
"10023861","41-60",43,"blue-collar","married","secondary",-83,"yes","yes","november",4.50311665182547,0,0,"no product",0,0,0,6895,0,30,13,769,2019-11-30,1329
"10023862","31-40",32,"technician","single","secondary",-99,"yes","no","december",2,0,0,"no product",0,0,0,7632,0,31,2,135,2019-12-31,1298
"10023863","31-40",40,"admin","single","secondary",-96,"yes","no","january",4,0,0,"no product",0,0,0,9753,0,31,4,231,2019-01-31,1632
"10023864","31-40",38,"admin","married","secondary",-99,"no","no","february",1,0,0,"no product",0,0,0,2257,0,28,1,76,2019-02-28,1604
"10023865","31-40",34,"blue-collar","married","secondary",-96,"no","no","march",3,5,0,"no product",0,0,0,12353,0,31,3,199,2019-03-31,1573
"10023866","41-60",47,"blue-collar","married","primary",-97,"yes","yes","april",3,1,0,"no product",0,0,0,2356,0,30,3,152,2019-04-30,1543
"10023867","41-60",42,"housemaid","married","primary",-99,"yes","yes","may",2,1,0,"no product",0,0,0,7654,0,31,2,124,2019-05-31,1512
"10023868","41-60",48,"technician","married","secondary",-97,"yes","yes","june",7,1,0,"no product",0,0,0,7854,0,30,7,424,2019-06-30,1482
"10023869","18-30",29,"self-employed","single","tertiary",-99,"yes","no","july",1,1,0,"no product",0,0,0,6895,0,31,1,43,2019-07-31,1451
"10023870","41-60",50,"services","married","secondary",-97,"yes","yes","august",3,0,0,"no product",0,0,0,7632,0,31,3,154,2019-08-31,1420
"10023871","41-60",52,"technician","married","primary",-99,"no","yes","september",3,0,0,"no product",0,0,0,9753,0,30,3,203,2019-09-30,1390
"10023872","41-60",50,"management","married","tertiary",-99,"no","yes","october",5,0,0,"no product",0,0,0,2257,0,31,5,326,2019-10-31,1359
"10023873","41-60",58,"retired","married","tertiary",-99,"no","yes","november",7,0,0,"no product",0,0,0,12353,0,30,7,393,2019-11-30,1329
"10023874","41-60",46,"blue-collar","divorced","primary",-74,"yes","no","december",4,17,0,"no product",0,0,0,2356,0,31,4,241,2019-12-31,1298
"10023875","31-40",38,"technician","married","secondary",-96,"yes","no","january",8,16,0,"no product",0,0,0,7654,0,31,8,483,2019-01-31,1632
"10023876","41-60",46,"blue-collar","married","secondary",-77,"yes","yes","february",4,19,0,"no product",0,0,0,7854,0,28,4,259,2019-02-28,1604
"10023877","31-40",32,"services","single","secondary",-94,"yes","no","march",4,7,0,"no product",0,0,0,8954,0,31,4,227,2019-03-31,1573
"10023878","41-60",51,"blue-collar","married","primary",-96,"yes","yes","april",11,7,0,"no product",0,0,0,3678,0,30,11,673,2019-04-30,1543
"10023879","31-40",39,"admin","single","secondary",-100,"yes","no","may",10,7,0,"no product",0,0,0,4853,0,31,10,576,2019-05-31,1512
"10023880","41-60",48,"admin","married","secondary",-97,"yes","yes","june",3,10,0,"no product",0,0,0,8675,0,30,3,180,2019-06-30,1482
"10023881","31-40",36,"entrepreneur","married","tertiary",-84,"yes","yes","july",3,6,0,"no product",0,0,0,9764,0,31,3,168,2019-07-31,1451
"10023882","31-40",34,"admin","divorced","secondary",-98,"yes","no","august",2,1,0,"no product",0,0,0,2457,0,31,2,90,2019-08-31,1420
"10023883","31-40",40,"technician","married","secondary",-98,"no","no","september",8,0,0,"no product",0,0,0,3678,0,30,8,505,2019-09-30,1390
"10023884","41-60",43,"unemployed","married","secondary",-99,"yes","yes","october",4,0,0,"no product",0,0,0,9765,0,31,4,245,2019-10-31,1359
"10023885","41-60",52,"blue-collar","divorced","primary",-99,"yes","no","november",3,1,0,"no product",0,0,0,7543,0,30,3,186,2019-11-30,1329
"10023886","31-40",33,"technician","married","secondary",-98,"yes","no","december",10,2,0,"no product",0,0,0,6895,0,31,10,623,2019-12-31,1298
"10023887","41-60",49,"management","single","tertiary",-97,"yes","yes","january",8,3,0,"no product",0,0,0,7632,0,31,8,496,2019-01-31,1632
"10023888","31-40",32,"management","single","tertiary",-97,"yes","no","february",2,2,0,"no product",0,0,0,9753,0,28,2,118,2019-02-28,1604
"10023889","31-40",39,"admin","single","secondary",-98,"yes","no","march",6,0,0,"no product",0,0,0,6895,0,31,6,342,2019-03-31,1573
"10023890","31-40",40,"blue-collar","married","secondary",-99,"yes","no","april",4,0,0,"no product",0,0,0,7632,0,30,4,225,2019-04-30,1543
"10023891","31-40",38,"technician","single","tertiary",-99,"yes","no","may",3,1,0,"no product",0,0,0,9753,0,31,3,185,2019-05-31,1512
"10023892","41-60",43,"management","married","secondary",-94,"yes","yes","june",3,15,0,"no product",0,0,0,0,0,30,3,196,2019-06-30,1482
"10023893","31-40",39,"services","married","secondary",-84,"yes","no","july",5,36,0,"no product",0,0,0,0,0,31,5,276,2019-07-31,1451
"10023894","41-60",54,"blue-collar","married","primary",-72,"yes","yes","august",1,70,0,"no product",0,0,0,0,0,31,1,76,2019-08-31,1420
"10023895","31-40",38,"technician","single","tertiary",-42,"yes","no","september",1,22,0,"no product",0,0,0,0,0,30,1,87,2019-09-30,1390
"10023896","31-40",40,"blue-collar","married","secondary",-96,"yes","no","october",3,3,0,"no product",0,0,0,0,0,31,3,195,2019-10-31,1359
"10023897","41-60",55,"admin","married","secondary",-98,"yes","yes","november",12,10,0,"no product",0,0,0,0,0,30,12,744,2019-11-30,1329
"10023898","41-60",42,"management","married","tertiary",-77,"yes","yes","december",4.50311665182547,0,0,"no product",0,0,0,0,0,31,13,765,2019-12-31,1298
"10023899","31-40",39,"blue-collar","married","secondary",-99,"yes","no","january",4,0,0,"no product",0,0,0,0,0,31,4,262,2019-01-31,1632
"10023900","31-40",40,"blue-collar","married","primary",-99,"yes","no","february",2,2,0,"no product",0,0,0,0,0,28,2,119,2019-02-28,1604
"10023901","31-40",32,"blue-collar","married","secondary",-95,"yes","no","march",3,5,0,"no product",0,0,0,0,0,31,3,198,2019-03-31,1573
"10023902","41-60",55,"admin","married","secondary",-97,"yes","yes","april",2,1,0,"no product",0,0,0,0,0,30,2,150,2019-04-30,1543
"10023903","41-60",45,"blue-collar","married","secondary",-99,"no","yes","may",4,3,0,"no product",0,0,0,0,0,31,4,241,2019-05-31,1512
"10023904","31-40",35,"management","single","tertiary",-92,"yes","no","june",3,11,0,"no product",0,0,0,0,0,30,3,181,2019-06-30,1482
"10023905","41-60",58,"technician","divorced","secondary",-93,"no","no","july",3,11,0,"no product",0,0,0,0,0,31,3,196,2019-07-31,1451
"10023906","31-40",35,"admin","married","secondary",-92,"yes","no","august",2,4,0,"no product",0,0,0,0,0,31,2,149,2019-08-31,1420
"10023907","41-60",49,"services","married","primary",-98,"yes","yes","september",4,2,0,"no product",0,0,0,0,0,30,4,246,2019-09-30,1390
"10023908","31-40",34,"technician","single","tertiary",-96,"yes","no","october",2,4,0,"no product",0,0,0,0,0,31,2,112,2019-10-31,1359
"10023909","31-40",36,"blue-collar","married","secondary",-97,"yes","no","november",5,0,0,"no product",0,0,0,0,0,30,5,309,2019-11-30,1329
"10023910","18-30",24,"self-employed","single","secondary",-99,"yes","no","december",5,0,0,"no product",0,0,0,0,0,31,5,278,2019-12-31,1298
"10023911","31-40",34,"technician","married","secondary",-94,"yes","no","january",2,6,0,"no product",0,0,0,0,0,31,2,140,2019-01-31,1632
"10023912","41-60",51,"admin","divorced","secondary",-96,"yes","no","february",2,75,0,"no product",0,0,0,0,0,28,2,136,2019-02-28,1604
"10023913","31-40",39,"technician","single","tertiary",494,"yes","no","march",4.50311665182547,7,0,"no product",0,0,0,0,0,31,27,1623,2019-03-31,1573
"10023914","41-60",50,"self-employed","married","primary",-100,"yes","yes","april",2,4,0,"no product",0,0,0,0,0,30,2,101,2019-04-30,1543
"10023915","31-40",32,"services","single","secondary",-95,"yes","no","may",2,4,0,"no product",0,0,0,0,0,31,2,144,2019-05-31,1512
"10023916","41-60",42,"blue-collar","married","primary",-98,"yes","yes","june",4,7,0,"no product",0,0,0,0,0,30,4,238,2019-06-30,1482
"10023917","41-60",50,"technician","married","secondary",-89,"yes","yes","july",6,5,0,"no product",0,0,0,0,0,31,6,354,2019-07-31,1451
"10023918","31-40",40,"services","married","secondary",-98,"no","no","august",1,0,0,"no product",0,0,0,0,0,31,1,79,2019-08-31,1420
"10023919","41-60",46,"management","divorced","primary",-99,"yes","no","september",3,0,0,"no product",0,0,0,0,0,30,3,187,2019-09-30,1390
"10023920","31-40",37,"management","married","tertiary",-96,"yes","yes","october",8,5,0,"no product",0,0,0,0,0,31,8,451,2019-10-31,1359
"10023921","31-40",34,"blue-collar","married","secondary",-96,"yes","no","november",3,6,0,"no product",0,0,0,0,0,30,3,159,2019-11-30,1329
"10023922","41-60",44,"blue-collar","married","secondary",-96,"yes","yes","december",7,7,0,"no product",0,0,0,0,0,31,7,409,2019-12-31,1298
"10023923","31-40",40,"admin","single","secondary",-101,"yes","no","january",3,7,0,"no product",0,0,0,0,0,31,3,170,2019-01-31,1632
"10023924","31-40",37,"technician","married","secondary",-99,"yes","no","february",10,7,0,"no product",0,0,0,0,0,28,10,608,2019-02-28,1604
"10023925","31-40",33,"blue-collar","single","secondary",-100,"no","no","march",4,7,0,"no product",0,0,0,0,0,31,4,243,2019-03-31,1573
"10023926","31-40",35,"blue-collar","married","secondary",-98,"yes","no","april",2,7,0,"no product",0,0,0,0,0,30,2,145,2019-04-30,1543
"10023927","41-60",58,"blue-collar","divorced","secondary",-99,"no","no","may",2,7,0,"no product",0,0,0,0,0,31,2,112,2019-05-31,1512
"10023928","31-40",39,"blue-collar","married","primary",-99,"yes","no","june",4,0,0,"no product",0,0,0,0,0,30,4,262,2019-06-30,1482
"10023929","41-60",43,"blue-collar","married","secondary",-106,"yes","yes","july",2,7,0,"no product",0,0,0,0,0,31,2,124,2019-07-31,1451
"10023930","31-40",39,"unemployed","married","primary",-94,"yes","no","august",1,3,0,"no product",0,0,0,0,0,31,1,53,2019-08-31,1420
"10023931","31-40",36,"services","single","primary",-98,"yes","no","september",2,7,0,"no product",0,0,0,0,0,30,2,134,2019-09-30,1390
"10023932","41-60",57,"retired","single","secondary",-78,"no","no","october",3,4,0,"no product",0,0,0,0,0,31,3,204,2019-10-31,1359
"10023933","31-40",36,"admin","single","secondary",-99,"yes","no","november",3,0,0,"no product",0,0,0,0,0,30,3,186,2019-11-30,1329
"10023934","41-60",50,"blue-collar","married","primary",-98,"yes","yes","december",11,1,0,"no product",0,0,0,0,0,31,11,678,2019-12-31,1298
"10023935","41-60",55,"blue-collar","married","secondary",-99,"yes","yes","january",3,2,0,"no product",0,0,0,0,0,31,3,182,2019-01-31,1632
"10023936","41-60",44,"self-employed","married","tertiary",-95,"yes","yes","february",3,8,0,"no product",0,0,0,0,0,28,3,162,2019-02-28,1604
"10023937","41-60",44,"services","divorced","secondary",-94,"yes","no","march",0,5,0,"no product",0,0,0,0,0,31,0,27,2019-03-31,1573
"10023938","31-40",39,"housemaid","single","primary",-98,"yes","no","april",12,7,0,"no product",0,0,0,0,0,30,12,699,2019-04-30,1543
"10023939","41-60",46,"blue-collar","married","tertiary",-86,"yes","yes","may",1,23,0,"no product",0,0,0,0,0,31,1,43,2019-05-31,1512
"10023940","31-40",39,"blue-collar","married","secondary",-86,"yes","no","june",2,21,0,"no product",0,0,0,0,0,30,2,97,2019-06-30,1482
"10023941","31-40",34,"admin","married","secondary",-88,"no","no","july",4.50311665182547,17,0,"no product",0,0,0,0,0,31,28,1677,2019-07-31,1451
"10023942","31-40",40,"blue-collar","married","primary",-90,"yes","no","august",5,18,0,"no product",0,0,0,0,0,31,5,283,2019-08-31,1420
"10023943","41-60",50,"management","married","tertiary",-87,"yes","yes","september",5,12,0,"no product",0,0,0,0,0,30,5,323,2019-09-30,1390
"10023944","31-40",31,"management","single","secondary",-95,"yes","no","october",1,4,0,"no product",0,0,0,0,0,31,1,82,2019-10-31,1359
"10023945","31-40",37,"admin","single","secondary",-97,"yes","no","november",5,11,0,"no product",0,0,0,0,0,30,5,310,2019-11-30,1329
"10023946","31-40",39,"management","single","secondary",-75,"yes","no","december",3,33,0,"no product",0,0,0,0,0,31,3,185,2019-12-31,1298
"10023947","41-60",51,"blue-collar","married","primary",-84,"yes","yes","january",1,23,0,"no product",0,0,0,0,0,31,1,47,2019-01-31,1632
"10023948","41-60",41,"technician","married","secondary",-88,"yes","yes","february",2,19,0,"no product",0,0,0,0,0,28,2,145,2019-02-28,1604
"10023949","41-60",41,"technician","married","secondary",-89,"yes","yes","march",3,0,0,"no product",0,0,0,0,0,31,3,204,2019-03-31,1573
"10023950","41-60",43,"blue-collar","married","secondary",-99,"no","yes","april",3,0,0,"no product",0,0,0,0,0,30,3,187,2019-04-30,1543
"10023951","18-30",30,"services","single","secondary",-97,"yes","no","may",0,0,0,"no product",0,0,0,0,0,31,0,30,2019-05-31,1512
"10023952","41-60",54,"management","divorced","primary",-99,"no","no","june",8,0,0,"no product",0,0,0,0,0,30,8,472,2019-06-30,1482
"10023953","41-60",43,"blue-collar","divorced","secondary",-98,"yes","no","july",7,7,0,"no product",0,0,0,0,0,31,7,448,2019-07-31,1451
"10023954","41-60",59,"management","divorced","tertiary",-100,"yes","yes","august",4,8,0,"no product",0,0,0,0,0,31,4,264,2019-08-31,1420
"10023955","41-60",47,"technician","married","primary",-97,"yes","yes","september",3,7,0,"no product",0,0,0,0,0,30,3,169,2019-09-30,1390
"10023956","31-40",40,"blue-collar","married","primary",-100,"yes","no","october",5,7,0,"no product",0,0,0,0,0,31,5,288,2019-10-31,1359
"10023957","31-40",32,"technician","married","secondary",-99,"yes","no","november",3,0,0,"no product",0,0,0,0,0,30,3,176,2019-11-30,1329
"10023958","18-30",29,"blue-collar","married","secondary",-99,"yes","no","december",4,0,0,"no product",0,0,0,0,0,31,4,215,2019-12-31,1298
"10023959","31-40",36,"blue-collar","married","secondary",-99,"yes","no","january",6,0,0,"no product",0,0,0,0,0,31,6,337,2019-01-31,1632
"10023960","41-60",55,"unemployed","married","tertiary",-29,"no","yes","february",5,5,0,"no product",0,0,0,0,0,28,5,278,2019-02-28,1604
"10023961","18-30",30,"blue-collar","divorced","secondary",-102,"yes","no","march",3,7,0,"no product",0,0,0,0,0,31,3,188,2019-03-31,1573
"10023962","31-40",39,"admin","single","secondary",-99,"yes","no","april",3,0,0,"no product",0,0,0,0,0,30,3,174,2019-04-30,1543
"10023963","31-40",39,"blue-collar","divorced","secondary",-99,"yes","no","may",4,0,0,"no product",0,0,0,0,0,31,4,226,2019-05-31,1512
"10023964","41-60",50,"blue-collar","divorced","secondary",-99,"yes","no","june",3,7,0,"no product",0,0,0,0,0,30,3,190,2019-06-30,1482
"10023965","41-60",44,"blue-collar","married","secondary",-101,"yes","yes","july",2,7,0,"no product",0,0,0,0,0,31,2,111,2019-07-31,1451
"10023966","31-40",37,"technician","single","secondary",-99,"yes","no","august",3,1,0,"no product",0,0,0,0,0,31,3,164,2019-08-31,1420
"10023967","41-60",46,"admin","married","primary",-96,"yes","yes","september",3,7,0,"no product",0,0,0,0,0,30,3,157,2019-09-30,1390
"10023968","31-40",32,"technician","single","primary",-101,"no","no","october",1,7,0,"no product",0,0,0,0,0,31,1,46,2019-10-31,1359
"10023969","31-40",37,"management","single","tertiary",-96,"yes","no","november",6,1,0,"no product",0,0,0,0,0,30,6,374,2019-11-30,1329
"10023970","18-30",29,"blue-collar","married","secondary",-99,"yes","no","december",6,2,0,"no product",0,0,0,0,0,31,6,349,2019-12-31,1298
"10023971","41-60",41,"blue-collar","married","secondary",-87,"yes","yes","january",5,25,0,"no product",0,0,0,0,0,31,5,325,2019-01-31,1632
"10023972","41-60",45,"blue-collar","married","primary",-82,"yes","yes","february",4,7,0,"no product",0,0,0,0,0,28,4,233,2019-02-28,1604
"10023973","41-60",57,"retired","divorced","secondary",-104,"yes","no","march",9,7,0,"no product",0,0,0,0,0,31,9,531,2019-03-31,1573
"10023974","41-60",48,"blue-collar","single","secondary",-99,"yes","no","april",3,0,0,"no product",0,0,0,0,0,30,3,153,2019-04-30,1543
"10023975","41-60",60,"retired","married","secondary",-99,"no","yes","may",1,2,0,"no product",0,0,0,0,0,31,1,80,2019-05-31,1512
"10023976","18-30",26,"admin","single","secondary",-90,"yes","no","june",4,45,0,"no product",0,0,0,0,0,30,4,232,2019-06-30,1482
"10023977","41-60",58,"retired","married","secondary",-28,"yes","yes","july",2,38,0,"no product",0,0,0,0,0,31,2,118,2019-07-31,1451
"10023978","31-40",34,"admin","married","secondary",-93,"yes","no","august",3,10,0,"no product",0,0,0,0,0,31,3,190,2019-08-31,1420
"10023979","41-60",55,"unemployed","divorced","secondary",-94,"yes","no","september",4.50311665182547,0,0,"no product",0,0,0,0,0,30,15,918,2019-09-30,1390
"10023980","41-60",41,"blue-collar","married","primary",-99,"yes","yes","october",4,0,0,"no product",0,0,0,0,0,31,4,238,2019-10-31,1359
"10023981","41-60",50,"management","divorced","secondary",-77,"yes","no","november",1,12,0,"no product",0,0,0,0,0,30,1,82,2019-11-30,1329
"10023982","41-60",49,"entrepreneur","married","secondary",-97,"yes","yes","december",3,1,0,"no product",0,0,0,0,0,31,3,198,2019-12-31,1298
"10023983","41-60",44,"admin","married","primary",-99,"no","yes","january",3,1,0,"no product",0,0,0,0,0,31,3,160,2019-01-31,1632
"10023984","41-60",44,"blue-collar","married","primary",-97,"yes","yes","february",4,1,0,"no product",0,0,0,0,0,28,4,211,2019-02-28,1604
"10023985","31-40",31,"technician","married","secondary",-99,"yes","no","march",2,2,0,"no product",0,0,0,0,0,31,2,120,2019-03-31,1573
"10023986","31-40",34,"blue-collar","single","tertiary",-86,"yes","no","april",2,28,0,"no product",0,0,0,0,0,30,2,136,2019-04-30,1543
"10023987","41-60",46,"management","single","tertiary",-79,"yes","no","may",4,24,0,"no product",0,0,0,0,0,31,4,269,2019-05-31,1512
"10023988","41-60",42,"management","married","tertiary",-89,"no","yes","june",3,14,0,"no product",0,0,0,0,0,30,3,157,2019-06-30,1482
"10023989","41-60",52,"admin","married","secondary",-93,"yes","yes","july",2,0,0,"no product",0,0,0,0,0,31,2,128,2019-07-31,1451
"10023990","18-30",29,"management","single","tertiary",-99,"yes","no","august",4,0,0,"no product",0,0,0,0,0,31,4,211,2019-08-31,1420
"10023991","41-60",53,"retired","married","primary",-97,"yes","yes","september",4,9,0,"no product",0,0,0,0,0,30,4,267,2019-09-30,1390
"10023992","41-60",43,"blue-collar","married","secondary",-82,"yes","yes","october",6,19,0,"no product",0,0,0,0,0,31,6,371,2019-10-31,1359
"10023993","31-40",38,"management","married","secondary",-92,"yes","no","november",5,11,0,"no product",0,0,0,0,0,30,5,288,2019-11-30,1329
"10023994","41-60",46,"management","married","tertiary",-93,"yes","yes","december",4,11,0,"no product",0,0,0,0,0,31,4,221,2019-12-31,1298
"10023995","41-60",48,"management","divorced","secondary",-92,"yes","no","january",7,4,0,"no product",0,0,0,0,0,31,7,427,2019-01-31,1632
"10023996","18-30",30,"admin","divorced","secondary",-98,"yes","no","february",5,3,0,"no product",0,0,0,0,0,28,5,310,2019-02-28,1604
"10023997","41-60",44,"blue-collar","married","primary",-96,"no","yes","march",3,4,0,"no product",0,0,0,0,0,31,3,158,2019-03-31,1573
"10023998","31-40",31,"housemaid","married","primary",-97,"yes","no","april",10,7,0,"no product",0,0,0,0,0,30,10,604,2019-04-30,1543
"10023999","41-60",42,"services","single","secondary",-92,"yes","no","may",3,33,0,"no product",0,0,0,0,0,31,3,198,2019-05-31,1512
"10024000","31-40",40,"management","single","tertiary",-48,"yes","no","june",2,51,0,"no product",0,0,0,0,0,30,2,145,2019-06-30,1482
"10024001","41-60",52,"admin","married","secondary",-83,"yes","yes","july",4,22,0,"no product",0,0,0,0,0,31,4,247,2019-07-31,1451
"10024002","41-60",45,"blue-collar","divorced","secondary",-89,"yes","no","august",3,8,0,"no product",0,0,0,0,0,31,3,179,2019-08-31,1420
"10024003","41-60",48,"blue-collar","married","secondary",-97,"yes","yes","september",1,7,0,"no product",0,0,0,0,0,30,1,73,2019-09-30,1390
"10024004","41-60",45,"blue-collar","married","primary",-100,"yes","yes","october",4,7,0,"no product",0,0,0,0,0,31,4,263,2019-10-31,1359
"10024005","31-40",34,"blue-collar","married","primary",-96,"yes","no","november",0,7,1,"mortgage",1,1,1,4853,10,30,0,13,2019-11-30,1329
"10024006","31-40",34,"blue-collar","married","primary",-101,"yes","no","december",1,7,1,"mortgage",1,1,1,8675,10,31,1,79,2019-12-31,1298
"10024007","41-60",46,"blue-collar","married","secondary",-98,"yes","yes","january",7,4,1,"mortgage",1,1,1,9764,10,31,7,416,2019-01-31,1632
"10024008","41-60",49,"services","divorced","secondary",-93,"yes","no","february",3,8,1,"mortgage",1,1,1,2457,10,28,3,162,2019-02-28,1604
"10024009","41-60",50,"technician","married","primary",-96,"yes","yes","march",2,0,1,"mortgage",1,1,1,3678,10,31,2,129,2019-03-31,1573
"10024010","31-40",34,"admin","single","secondary",-99,"yes","no","april",2,0,1,"mortgage",1,1,1,9765,10,30,2,150,2019-04-30,1543
"10024011","31-40",40,"unemployed","single","secondary",-99,"yes","no","may",1,1,1,"mortgage",1,1,1,7543,10,31,1,43,2019-05-31,1512
"10024012","31-40",36,"admin","married","secondary",-91,"yes","no","june",3,6,1,"unsecured ",1,1,1,6689,10,30,3,191,2019-06-30,1482
"10024013","41-60",59,"blue-collar","divorced","primary",-98,"yes","no","july",0,2,1,"unsecured ",1,1,1,4376,10,31,0,26,2019-07-31,1451
"10024014","41-60",45,"blue-collar","married","secondary",-98,"yes","yes","august",4,2,1,"unsecured ",1,1,1,6895,10,31,4,250,2019-08-31,1420
"10024015","31-40",36,"self-employed","married","tertiary",-98,"yes","yes","september",2,5,1,"unsecured ",1,1,1,7632,10,30,2,146,2019-09-30,1390
"10024016","41-60",56,"services","married","secondary",-93,"yes","yes","october",7,9,1,"unsecured ",1,1,1,9753,9,31,7,416,2019-10-31,1359
"10024017","41-60",42,"services","divorced","secondary",-94,"yes","no","november",2,2,1,"unsecured ",1,1,1,2257,9,30,2,121,2019-11-30,1329
"10024018","18-30",30,"admin","married","secondary",-99,"yes","no","december",2,0,1,"unsecured ",1,1,1,6895,9,31,2,114,2019-12-31,1298
"10024019","18-30",30,"student","single","tertiary",-99,"yes","no","january",5,4,1,"unsecured ",1,1,1,6895,9,31,5,289,2019-01-31,1632
"10024020","41-60",47,"self-employed","married","tertiary",-87,"yes","yes","february",4,4,1,"unsecured ",1,1,1,7632,9,28,4,225,2019-02-28,1604
"10024021","31-40",33,"blue-collar","married","secondary",-99,"yes","no","march",2,7,1,"unsecured ",1,1,1,6895,9,31,2,123,2019-03-31,1573
"10024022","31-40",36,"admin","married","secondary",-101,"yes","no","april",2,7,1,"unsecured ",1,1,1,7632,9,30,2,130,2019-04-30,1543
"10024023","31-40",39,"services","divorced","primary",-93,"yes","no","may",3,14,1,"unsecured ",1,1,1,9753,9,31,3,161,2019-05-31,1512
"10024024","41-60",56,"admin","divorced","secondary",-89,"yes","no","june",2,8,1,"unsecured ",1,1,1,8675,9,30,2,149,2019-06-30,1482
"10024025","31-40",39,"blue-collar","divorced","primary",-97,"yes","no","july",4,5,1,"unsecured ",1,1,1,9764,9,31,4,268,2019-07-31,1451
"10024026","41-60",42,"technician","married","secondary",-95,"yes","yes","august",4,23,1,"mortgage",1,1,1,2457,9,31,4,259,2019-08-31,1420
"10024027","41-60",52,"blue-collar","married","secondary",-58,"no","yes","september",0,14,1,"mortgage",1,1,1,3678,9,30,0,26,2019-09-30,1390
"10024028","31-40",36,"admin","divorced","secondary",-98,"yes","no","october",3,3,1,"mortgage",1,1,1,9765,9,31,3,153,2019-10-31,1359
"10024029","31-40",35,"entrepreneur","married","secondary",-97,"yes","no","november",7,2,1,"mortgage",1,1,1,6895,9,30,7,424,2019-11-30,1329
"10024030","41-60",47,"technician","married","secondary",-98,"yes","yes","december",3,0,1,"mortgage",1,1,1,7632,9,31,3,179,2019-12-31,1298
"10024031","41-60",59,"services","divorced","secondary",-99,"yes","no","january",2,0,1,"mortgage",1,1,1,9753,9,31,2,97,2019-01-31,1632
"10024032","41-60",57,"blue-collar","married","primary",-28,"yes","yes","february",6,72,1,"mortgage",1,1,1,2257,9,28,6,383,2019-02-28,1604
"10024033","31-40",38,"management","married","tertiary",-76,"yes","no","march",7,8,1,"mortgage",1,1,1,12353,9,31,7,440,2019-03-31,1573
"10024034","41-60",46,"unemployed","married","secondary",-101,"yes","yes","april",0,5,1,"mortgage",1,1,1,6895,9,30,0,23,2019-04-30,1543
"10024035","31-40",34,"blue-collar","married","secondary",-99,"no","no","may",3,0,1,"mortgage",1,1,1,7632,9,31,3,195,2019-05-31,1512
"10024036","18-30",28,"services","single","secondary",-32,"yes","no","june",4.50311665182547,39,1,"mortgage",1,1,1,9753,9,30,22,1297,2019-06-30,1482
"10024037","31-40",38,"technician","married","secondary",-92,"yes","no","july",1,22,1,"mortgage",1,1,1,2257,9,31,1,87,2019-07-31,1451
"10024038","41-60",56,"blue-collar","married","secondary",-78,"yes","yes","august",7,7,1,"mortgage",1,1,1,12353,9,31,7,427,2019-08-31,1420
"10024039","41-60",41,"blue-collar","single","primary",-101,"yes","no","september",3,7,1,"mortgage",1,1,1,2356,9,30,3,189,2019-09-30,1390
"10024040","41-60",52,"technician","married","primary",-99,"no","yes","october",3,0,1,"auto ",1,1,1,7654,9,31,3,195,2019-10-31,1359
"10024041","41-60",54,"services","married","secondary",-97,"no","yes","november",3,4,1,"auto ",1,1,1,7854,9,30,3,179,2019-11-30,1329
"10024042","over 60",60,"retired","married","secondary",-97,"yes","yes","december",3,5,1,"auto ",1,1,1,6895,9,31,3,179,2019-12-31,1298
"10024043","41-60",53,"entrepreneur","married","secondary",-95,"no","yes","january",1,1,1,"auto ",1,1,1,7632,9,31,1,69,2019-01-31,1632
"10024044","41-60",47,"technician","married","secondary",-99,"yes","yes","february",2,0,1,"auto ",1,1,1,9753,9,28,2,105,2019-02-28,1604
"10024045","41-60",53,"blue-collar","married","primary",-99,"yes","yes","march",4,1,1,"auto ",1,1,1,2257,9,31,4,266,2019-03-31,1573
